Datetime,Open,High,Low,Close,Adj Close,Volume
2021-03-02 09:30:00-05:00,128.41000366210938,128.72000122070312,128.02999877929688,128.19000244140625,128.19000244140625,3503117
2021-03-02 09:31:00-05:00,128.17999267578125,128.35000610351562,127.95999908447266,128.00999450683594,128.00999450683594,666414
2021-03-02 09:32:00-05:00,128.0,128.0399932861328,127.38999938964844,127.47000122070312,127.47000122070312,787970
2021-03-02 09:33:00-05:00,127.44999694824219,127.47000122070312,127.11000061035156,127.19999694824219,127.19999694824219,652369
2021-03-02 09:34:00-05:00,127.375,127.48999786376953,127.2300033569336,127.2699966430664,127.2699966430664,705471
2021-03-02 09:35:00-05:00,126.91999816894531,127.0199966430664,126.80000305175781,126.96990203857422,126.96990203857422,805649
2021-03-02 09:36:00-05:00,127.0,127.02980041503906,126.72000122070312,126.83000183105469,126.83000183105469,577765
2021-03-02 09:37:00-05:00,127.0,127.0,126.9800033569336,126.9800033569336,126.9800033569336,535491
2021-03-02 09:38:00-05:00,127.0,127.05999755859375,126.83000183105469,126.8499984741211,126.8499984741211,484430
2021-03-02 09:39:00-05:00,126.75,126.98999786376953,126.73999786376953,126.87999725341797,126.87999725341797,430392
2021-03-02 09:40:00-05:00,126.5,126.60700225830078,126.44999694824219,126.5199966430664,126.5199966430664,671183
2021-03-02 09:41:00-05:00,126.54499816894531,126.75990295410156,126.51010131835938,126.72000122070312,126.72000122070312,424846
2021-03-02 09:42:00-05:00,126.91999816894531,127.0,126.88009643554688,126.96499633789062,126.96499633789062,477995
2021-03-02 09:43:00-05:00,126.75,126.87999725341797,126.68499755859375,126.87999725341797,126.87999725341797,441647
2021-03-02 09:44:00-05:00,126.91999816894531,127.0,126.85990142822266,126.9197998046875,126.9197998046875,369687
2021-03-02 09:45:00-05:00,127.0,127.08000183105469,126.99849700927734,127.08000183105469,127.08000183105469,469547
2021-03-02 09:46:00-05:00,127.0,127.0,126.80000305175781,126.80000305175781,126.80000305175781,448014
2021-03-02 09:47:00-05:00,126.75,126.85030364990234,126.73999786376953,126.8499984741211,126.8499984741211,438934
2021-03-02 09:48:00-05:00,126.79309844970703,126.79309844970703,126.54000091552734,126.59500122070312,126.59500122070312,443172
2021-03-02 09:49:00-05:00,126.5,126.52999877929688,126.2699966430664,126.42990112304688,126.42990112304688,542622
2021-03-02 09:50:00-05:00,126.5,126.5250015258789,126.32499694824219,126.32499694824219,126.32499694824219,411517
2021-03-02 09:51:00-05:00,126.32820129394531,126.5,126.26000213623047,126.3407974243164,126.3407974243164,557996
2021-03-02 09:52:00-05:00,126.25,126.2750015258789,126.19000244140625,126.2699966430664,126.2699966430664,379355
2021-03-02 09:53:00-05:00,126.5,126.5,126.5,126.5,126.5,428946
2021-03-02 09:54:00-05:00,126.41999816894531,126.54000091552734,126.33499908447266,126.54000091552734,126.54000091552734,382910
2021-03-02 09:55:00-05:00,126.7385025024414,126.7385025024414,126.7385025024414,126.7385025024414,126.7385025024414,550510
2021-03-02 09:56:00-05:00,126.71099853515625,126.72989654541016,126.69000244140625,126.69000244140625,126.69000244140625,335342
2021-03-02 09:57:00-05:00,126.75,126.77999877929688,126.7249984741211,126.7500991821289,126.7500991821289,387249
2021-03-02 09:58:00-05:00,126.97000122070312,126.9800033569336,126.73999786376953,126.97350311279297,126.97350311279297,398318
2021-03-02 09:59:00-05:00,126.97000122070312,127.05000305175781,126.70999908447266,126.7300033569336,126.7300033569336,587021
2021-03-02 10:00:00-05:00,126.73500061035156,127.0199966430664,126.67019653320312,126.94000244140625,126.94000244140625,438594
2021-03-02 10:01:00-05:00,126.9406967163086,127.04000091552734,126.9000015258789,126.91999816894531,126.91999816894531,304204
2021-03-02 10:02:00-05:00,126.91000366210938,126.9800033569336,126.72000122070312,126.83000183105469,126.83000183105469,329255
2021-03-02 10:03:00-05:00,126.8301010131836,127.01000213623047,126.83000183105469,126.86000061035156,126.86000061035156,233167
2021-03-02 10:04:00-05:00,126.86000061035156,126.91000366210938,126.69999694824219,126.72010040283203,126.72010040283203,219098
2021-03-02 10:05:00-05:00,126.7249984741211,126.77999877929688,126.58999633789062,126.66999816894531,126.66999816894531,261085
2021-03-02 10:06:00-05:00,126.68000030517578,126.80940246582031,126.67150115966797,126.78620147705078,126.78620147705078,236798
2021-03-02 10:07:00-05:00,126.79000091552734,126.94999694824219,126.75080108642578,126.93000030517578,126.93000030517578,251714
2021-03-02 10:08:00-05:00,126.92500305175781,126.98999786376953,126.8499984741211,126.98500061035156,126.98500061035156,213172
2021-03-02 10:09:00-05:00,126.98999786376953,127.1500015258789,126.9800033569336,127.14929962158203,127.14929962158203,401027
2021-03-02 10:10:00-05:00,127.14929962158203,127.18000030517578,127.08000183105469,127.18000030517578,127.18000030517578,305462
2021-03-02 10:11:00-05:00,127.19000244140625,127.19840240478516,126.86979675292969,126.91999816894531,126.91999816894531,485997
2021-03-02 10:12:00-05:00,126.91000366210938,126.91000366210938,126.61000061035156,126.7699966430664,126.7699966430664,390847
2021-03-02 10:13:00-05:00,126.77999877929688,126.86000061035156,126.63999938964844,126.77999877929688,126.77999877929688,304839
2021-03-02 10:14:00-05:00,126.77010345458984,126.77010345458984,126.54100036621094,126.65499877929688,126.65499877929688,312596
2021-03-02 10:15:00-05:00,126.65010070800781,126.8499984741211,126.54000091552734,126.55999755859375,126.55999755859375,294391
2021-03-02 10:16:00-05:00,126.55999755859375,126.80000305175781,126.51000213623047,126.78500366210938,126.78500366210938,283627
2021-03-02 10:17:00-05:00,126.79940032958984,126.93990325927734,126.76000213623047,126.8499984741211,126.8499984741211,234615
2021-03-02 10:18:00-05:00,126.8499984741211,126.94000244140625,126.83000183105469,126.86000061035156,126.86000061035156,217928
2021-03-02 10:19:00-05:00,126.86000061035156,126.89990234375,126.5999984741211,126.5999984741211,126.5999984741211,247450
2021-03-02 10:20:00-05:00,126.61000061035156,126.80000305175781,126.55999755859375,126.70929718017578,126.70929718017578,303373
2021-03-02 10:21:00-05:00,126.69999694824219,126.81999969482422,126.6500015258789,126.74400329589844,126.74400329589844,188530
2021-03-02 10:22:00-05:00,126.73999786376953,126.83999633789062,126.625,126.72010040283203,126.72010040283203,219598
2021-03-02 10:23:00-05:00,126.72000122070312,126.7300033569336,126.5801010131836,126.6792984008789,126.6792984008789,186173
2021-03-02 10:24:00-05:00,126.67389678955078,126.69999694824219,126.19999694824219,126.44000244140625,126.44000244140625,412910
2021-03-02 10:25:00-05:00,126.44000244140625,126.56159973144531,126.3499984741211,126.41999816894531,126.41999816894531,442478
2021-03-02 10:26:00-05:00,126.41010284423828,126.56999969482422,126.36000061035156,126.44999694824219,126.44999694824219,333139
2021-03-02 10:27:00-05:00,126.44000244140625,126.58999633789062,126.33000183105469,126.48999786376953,126.48999786376953,295827
2021-03-02 10:28:00-05:00,126.5,126.54000091552734,126.31999969482422,126.37969970703125,126.37969970703125,315844
2021-03-02 10:29:00-05:00,126.37000274658203,126.46990203857422,125.9800033569336,126.06990051269531,126.06990051269531,543441
2021-03-02 10:30:00-05:00,126.05999755859375,126.27999877929688,126.04409790039062,126.16000366210938,126.16000366210938,369223
2021-03-02 10:31:00-05:00,126.15080261230469,126.33999633789062,126.06900024414062,126.33999633789062,126.33999633789062,433533
2021-03-02 10:32:00-05:00,126.33000183105469,126.33000183105469,126.26000213623047,126.27999877929688,126.27999877929688,285670
2021-03-02 10:33:00-05:00,126.28939819335938,126.32099914550781,126.23079681396484,126.29869842529297,126.29869842529297,217392
2021-03-02 10:34:00-05:00,126.29499816894531,126.43000030517578,126.2300033569336,126.30999755859375,126.30999755859375,282533
2021-03-02 10:35:00-05:00,126.30500030517578,126.375,126.2699966430664,126.3499984741211,126.3499984741211,114066
2021-03-02 10:36:00-05:00,126.3550033569336,126.43000030517578,126.26000213623047,126.40989685058594,126.40989685058594,214973
2021-03-02 10:37:00-05:00,126.40889739990234,126.41000366210938,126.0999984741211,126.22000122070312,126.22000122070312,238065
2021-03-02 10:38:00-05:00,126.20999908447266,126.22000122070312,125.9000015258789,125.93000030517578,125.93000030517578,584140
2021-03-02 10:39:00-05:00,125.93000030517578,126.0199966430664,125.83200073242188,125.88999938964844,125.88999938964844,356238
2021-03-02 10:40:00-05:00,125.87999725341797,125.9999008178711,125.83000183105469,125.83999633789062,125.83999633789062,343274
2021-03-02 10:41:00-05:00,125.83999633789062,125.95999908447266,125.80999755859375,125.8499984741211,125.8499984741211,234679
2021-03-02 10:42:00-05:00,125.8499984741211,125.9749984741211,125.80000305175781,125.86900329589844,125.86900329589844,280105
2021-03-02 10:43:00-05:00,125.86990356445312,125.9800033569336,125.77999877929688,125.91439819335938,125.91439819335938,238477
2021-03-02 10:44:00-05:00,125.9197006225586,125.95500183105469,125.83000183105469,125.8949966430664,125.8949966430664,165479
2021-03-02 10:45:00-05:00,125.87999725341797,125.87999725341797,125.7300033569336,125.8594970703125,125.8594970703125,337583
2021-03-02 10:46:00-05:00,125.86000061035156,126.02999877929688,125.80000305175781,126.02999877929688,126.02999877929688,254325
2021-03-02 10:47:00-05:00,126.02999877929688,126.18000030517578,126.02999877929688,126.07550048828125,126.07550048828125,246634
2021-03-02 10:48:00-05:00,126.07510375976562,126.20999908447266,126.07009887695312,126.18150329589844,126.18150329589844,215446
2021-03-02 10:49:00-05:00,126.18599700927734,126.3499984741211,126.18000030517578,126.32080078125,126.32080078125,224349
2021-03-02 10:50:00-05:00,126.31999969482422,126.34030151367188,126.16000366210938,126.20999908447266,126.20999908447266,238114
2021-03-02 10:51:00-05:00,126.19999694824219,126.20999908447266,126.05000305175781,126.1500015258789,126.1500015258789,201431
2021-03-02 10:52:00-05:00,126.1500015258789,126.24500274658203,126.13059997558594,126.22010040283203,126.22010040283203,156563
2021-03-02 10:53:00-05:00,126.22000122070312,126.22000122070312,126.0250015258789,126.05989837646484,126.05989837646484,191241
2021-03-02 10:54:00-05:00,126.05000305175781,126.0999984741211,126.03050231933594,126.06500244140625,126.06500244140625,152084
2021-03-02 10:55:00-05:00,126.06999969482422,126.16999816894531,126.05000305175781,126.10299682617188,126.10299682617188,180708
2021-03-02 10:56:00-05:00,126.1050033569336,126.2300033569336,126.09030151367188,126.19000244140625,126.19000244140625,177200
2021-03-02 10:57:00-05:00,126.19000244140625,126.25499725341797,126.16500091552734,126.19999694824219,126.19999694824219,216885
2021-03-02 10:58:00-05:00,126.20999908447266,126.27999877929688,126.07009887695312,126.27999877929688,126.27999877929688,199696
2021-03-02 10:59:00-05:00,126.2699966430664,126.32499694824219,126.125,126.12999725341797,126.12999725341797,180284
2021-03-02 11:00:00-05:00,126.12999725341797,126.2208023071289,126.02999877929688,126.07839965820312,126.07839965820312,189528
2021-03-02 11:01:00-05:00,126.06999969482422,126.0999984741211,126.01000213623047,126.02999877929688,126.02999877929688,153990
2021-03-02 11:02:00-05:00,126.04000091552734,126.08000183105469,125.87999725341797,125.95929718017578,125.95929718017578,294433
2021-03-02 11:03:00-05:00,125.95999908447266,126.02989959716797,125.8499984741211,126.0199966430664,126.0199966430664,269762
2021-03-02 11:04:00-05:00,126.01000213623047,126.2699966430664,126.01000213623047,126.23999786376953,126.23999786376953,267122
2021-03-02 11:05:00-05:00,126.23999786376953,126.37770080566406,126.19999694824219,126.30000305175781,126.30000305175781,257963
2021-03-02 11:06:00-05:00,126.30000305175781,126.36000061035156,126.22000122070312,126.24500274658203,126.24500274658203,194515
2021-03-02 11:07:00-05:00,126.23999786376953,126.3499984741211,126.2249984741211,126.32009887695312,126.32009887695312,127359
2021-03-02 11:08:00-05:00,126.31999969482422,126.37000274658203,126.26000213623047,126.27999877929688,126.27999877929688,128570
2021-03-02 11:09:00-05:00,126.27999877929688,126.44999694824219,126.2699966430664,126.4010009765625,126.4010009765625,243835
